         3508955 function calls (3465220 primitive calls) in 14.706 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      444    0.050    0.000    0.093    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\assumptions.py:614(_prepare_class_assumptions)
        1    0.000    0.000    0.089    0.089 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\ao\quantization\fake_quantize.py:1(<module>)
     1744    0.032    0.000    0.089    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\inspect.py:2280(_signature_from_function)
        1    0.000    0.000    0.088    0.088 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\variables\builtin.py:1(<module>)
     2071    0.014    0.000    0.088    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_ops.py:800(__getattr__)
     4255    0.055    0.000    0.088    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\ntpath.py:489(normpath)
        1    0.000    0.000    0.087    0.087 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\ao\quantization\observer.py:1(<module>)
        1    0.000    0.000    0.087    0.087 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\axes\_base.py:1(<module>)
        1    0.000    0.000    0.087    0.087 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\fx\passes\graph_drawer.py:1(<module>)
      305    0.001    0.000    0.086    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\sre_compile.py:622(_code)
        1    0.000    0.000    0.086    0.086 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\mpmath\__init__.py:1(<module>)
        1    0.000    0.000    0.086    0.086 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\data\datapipes\__init__.py:1(<module>)
        1    0.000    0.000    0.086    0.086 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\mpl_toolkits\mplot3d\__init__.py:1(<module>)
        1    0.000    0.000    0.085    0.085 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\ao\quantization\utils.py:1(<module>)
       89    0.000    0.000    0.085    0.001 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\multipledispatch\dispatcher.py:178(add)
       89    0.000    0.000    0.084    0.001 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\multipledispatch\dispatcher.py:222(reorder)
        1    0.000    0.000    0.084    0.084 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\fx\passes\shape_prop.py:1(<module>)
        1    0.000    0.000    0.084    0.084 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnx\__init__.py:1(<module>)
        1    0.000    0.000    0.084    0.084 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:1(<module>)
        1    0.000    0.000    0.084    0.084 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\patches.py:1(<module>)
     5563    0.007    0.000    0.082    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\re.py:197(search)
        1    0.000    0.000    0.082    0.082 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\PIL\Image.py:1(<module>)
        1    0.000    0.000    0.082    0.082 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\fx\__init__.py:1(<module>)
      539    0.001    0.000    0.077    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_decomp\__init__.py:182(register)
        1    0.000    0.000    0.076    0.076 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\data\datapipes\iter\__init__.py:1(<module>)
     6541    0.019    0.000    0.076    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
     1833    0.045    0.000    0.075    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\library.py:113(impl)
        1    0.000    0.000    0.075    0.075 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\geometry\__init__.py:1(<module>)
        1    0.001    0.001    0.074    0.074 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\core\__init__.py:1(<module>)
 2248/305    0.043    0.000    0.074    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\sre_compile.py:87(_compile)
        1    0.000    0.000    0.073    0.073 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\expr.py:1(<module>)
        1    0.000    0.000    0.072    0.072 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dispatch\python.py:1(<module>)
     3989    0.005    0.000    0.071    0.000 <frozen importlib._bootstrap>:391(cached)
        1    0.000    0.000    0.071    0.071 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\polytools.py:1(<module>)
        1    0.000    0.000    0.070    0.070 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_conversion.py:1(<module>)
        1    0.000    0.000    0.069    0.069 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_fontconfig_pattern.py:1(<module>)
      534    0.002    0.000    0.069    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\typing.py:523(Optional)
        1    0.000    0.000    0.068    0.068 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\mpmath\ctx_fp.py:1(<module>)
      218    0.024    0.000    0.068    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\artist.py:1519(get_setters)
     4800    0.011    0.000    0.067    0.000 <frozen importlib._bootstrap>:169(__enter__)
     1029    0.010    0.000    0.067    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_ops.py:905(__getattr__)
        1    0.000    0.000    0.067    0.067 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\pyparsing\__init__.py:1(<module>)
        1    0.000    0.000    0.067    0.067 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnxruntime\quantization\calibrate.py:1(<module>)
     2012    0.005    0.000    0.066    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
    11341    0.036    0.000    0.066    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        1    0.000    0.000    0.066    0.066 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\matrices\immutable.py:1(<module>)
       30    0.010    0.000    0.065    0.002 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\__init__.py:851(_rc_params_in_file)
        1    0.000    0.000    0.065    0.065 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\modules\container.py:215(forward)
        9    0.000    0.000    0.064    0.007 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\axes\_base.py:732(__init_subclass__)
        1    0.000    0.000    0.064    0.064 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnxruntime\quantization\quant_utils.py:1(<module>)
        1    0.000    0.000    0.064    0.064 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\fx\graph_module.py:1(<module>)
        1    0.000    0.000    0.064    0.064 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\mpmath\ctx_base.py:1(<module>)
        2    0.001    0.000    0.061    0.030 c:\Users\genia\Work\segment-anything\segment_anything\modeling\common.py:38(forward)
        1    0.000    0.000    0.060    0.060 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\fx\graph.py:1(<module>)
        1    0.000    0.000    0.060    0.060 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\matrices\expressions\__init__.py:1(<module>)
        1    0.006    0.006    0.059    0.059 {built-in method torch._C._initExtension}
        1    0.000    0.000    0.059    0.059 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\geometry\point.py:1(<module>)
     2140    0.005    0.000    0.058    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\ntpath.py:563(abspath)
314037/311944    0.049    0.000    0.058    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.057    0.057 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\constructor.py:1(<module>)
        1    0.000    0.000    0.057    0.057 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributions\__init__.py:1(<module>)
        1    0.000    0.000    0.056    0.056 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\domains\__init__.py:1(<module>)
        1    0.000    0.000    0.056    0.056 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\geometry\entity.py:1(<module>)
      415    0.008    0.000    0.056    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_prims_common\wrappers.py:221(_out_wrapper)
        1    0.000    0.000    0.056    0.056 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\interactive\__init__.py:1(<module>)
     6214    0.031    0.000    0.055    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\tokenize.py:431(_tokenize)
        1    0.000    0.000    0.055    0.055 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\mul.py:1(<module>)
     5238    0.020    0.000    0.054    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\inspect.py:1696(_check_class)
        1    0.000    0.000    0.053    0.053 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_jit_internal.py:1(<module>)
    29228    0.026    0.000    0.053    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\sre_parse.py:255(get)
        1    0.000    0.000    0.052    0.052 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_invocation.py:1(<module>)
     1029    0.052    0.000    0.052    0.000 {built-in method torch._C._jit_get_operation}
        1    0.000    0.000    0.052    0.052 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_prims\debug_prims.py:1(<module>)
        1    0.000    0.000    0.051    0.051 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\quantized\__init__.py:1(<module>)
        1    0.000    0.000    0.050    0.050 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\style\__init__.py:1(<module>)
        1    0.000    0.000    0.050    0.050 c:\ProgramData\miniconda3\envs\openmmlab\lib\unittest\mock.py:1(<module>)
        1    0.000    0.000    0.049    0.049 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\numbers.py:1(<module>)
    10013    0.029    0.000    0.049    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\inspect.py:2637(__init__)
        1    0.000    0.000    0.049    0.049 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_custom_op\impl.py:1(<module>)
      209    0.024    0.000    0.049    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\enum.py:180(__new__)
        1    0.000    0.000    0.049    0.049 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\style\core.py:1(<module>)
        1    0.000    0.000    0.049    0.049 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\masked\__init__.py:1(<module>)
       62    0.003    0.000    0.048    0.001 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\cv2\__init__.py:23(__load_extra_py_code_for_module)
        1    0.000    0.000    0.048    0.048 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnx\reference\__init__.py:1(<module>)
    15714    0.042    0.000    0.048    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\inspect.py:1712(_shadowed_dict)
        1    0.000    0.000    0.048    0.048 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_notification.py:1(<module>)
        1    0.000    0.000    0.048    0.048 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\fx\node.py:1(<module>)
        1    0.000    0.000    0.047    0.047 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\quantized\dynamic\__init__.py:1(<module>)
        1    0.000    0.000    0.047    0.047 c:\ProgramData\miniconda3\envs\openmmlab\lib\asyncio\__init__.py:1(<module>)
     2071    0.042    0.000    0.047    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_ops.py:547(__init__)
        1    0.000    0.000    0.047    0.047 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnx\reference\reference_evaluator.py:1(<module>)
       43    0.000    0.000    0.046    0.001 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\multipledispatch\dispatcher.py:147(_)
       28    0.000    0.000    0.046    0.002 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_jit_internal.py:860(_check_overload_body)
       28    0.001    0.000    0.046    0.002 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_sources.py:119(parse_def)
        1    0.000    0.000    0.046    0.046 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\modules\batchnorm.py:1(<module>)
        1    0.000    0.000    0.046    0.046 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\jit\__init__.py:1(<module>)
    19242    0.029    0.000    0.046    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\typing.py:986(__setattr__)
        1    0.000    0.000    0.046    0.046 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\matrices\dense.py:1(<module>)
        1    0.000    0.000    0.045    0.045 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\cuda\__init__.py:1(<module>)
   197663    0.045    0.000    0.045    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.044    0.044 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\modules\_functions.py:1(<module>)
        1    0.000    0.000    0.044    0.044 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchgen\model.py:1(<module>)
        1    0.000    0.000    0.044    0.044 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\lib\__init__.py:1(<module>)
        4    0.000    0.000    0.044    0.011 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\_config_module.py:19(install_config_module)
        1    0.000    0.000    0.044    0.044 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\masked\maskedtensor\__init__.py:1(<module>)
        1    0.000    0.000    0.044    0.044 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\sympify.py:1(<module>)
       64    0.001    0.000    0.043    0.001 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\functional.py:198(einsum)
        2    0.000    0.000    0.043    0.022 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\style\core.py:206(read_style_directory)
     2862    0.032    0.000    0.043    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\inspect.py:2920(__init__)
        1    0.000    0.000    0.043    0.043 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\autograd\__init__.py:1(<module>)
      136    0.001    0.000    0.043    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_docstring.py:66(__call__)
       32    0.001    0.000    0.042    0.001 c:\ProgramData\miniconda3\envs\openmmlab\lib\inspect.py:1112(getsourcelines)
       28    0.000    0.000    0.042    0.002 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_sources.py:11(get_source_lines_and_file)
       89    0.000    0.000    0.042    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\multipledispatch\conflict.py:24(ambiguities)
  126/115    0.000    0.000    0.042    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_docstring.py:107(__call__)
        1    0.000    0.000    0.042    0.042 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\mpl_toolkits\mplot3d\art3d.py:1(<module>)
       89    0.010    0.000    0.042    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\multipledispatch\conflict.py:27(<setcomp>)
        1    0.000    0.000    0.042    0.042 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\exc.py:1(<module>)
        4    0.009    0.002    0.042    0.010 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\_config_module.py:73(get_assignments_with_compile_ignored_comments)
        1    0.000    0.000    0.042    0.042 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\variables\ctx_manager.py:1(<module>)
       89    0.001    0.000    0.042    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\multipledispatch\conflict.py:56(ordering)
